incident_id,customer_id,incident_created_by,order_external_id,order_item_id_list,final_issue_type,final_sub_issue_type,final_sub_sub_issue_type,ssi,status_name,incident_creation_time,incident_first_solved_time,incident_last_solved_time,assigned_to_queue_at,ipd_fpd,first_spd,first_status,last_spd,last_status,last_jeeves_bsd_flag,dep_team,incident_channel,current_queue_name,jn_flag,order_journey_node,ocr_classification,analytic_vertical_flag,vip_flag,large_grocery_nl_flag,inc_order_flag,contacts,Contact Flag,Current Date,Final Date,Days Delta,Days Flag,Final Flag,Problem Statement,Problem Group,Owner,Consider,Senti,Current_status,Last_Solved_By,Last_Solved_On,Status_Group,ExactStatus,Ageing_OR_Q2R
IN24052309100784188992,ACC1314E7B509B743CABECF20C4F57A808F6,tp.5203213,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-23 09:10:07,,,2024-05-23 09:11:10,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 09:11:10,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-27 13:28:08,Open,ReOpen,122.72725201722221
IN24050522343600353904,ACCD6EE02404AF04C419B8988716B3DB644D,starkol.2024147847,OD331009438524001300,3.310094385240013e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Unresolved,2024-05-05 22:34:36,,,2024-05-05 22:34:36,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-05 22:34:36,20,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Unresolved,fapl.858165,2024-05-28 09:12:15,Open,ReOpenByL2,541.3191964616667
IN24052522330621080181,ACC587DE8B3A58C4ADC955764004BAE3977S,tph.643671,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 22:33:06,,,2024-05-25 22:33:15,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 22:33:15,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.930608,2024-05-26 18:13:58,Solved,Solved,19.68111111111111
IN24050416505667992585,ACC14241800586866824,starkol.80531566,OD430984425268889300,4.309844252688893e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Updated,2024-05-04 16:50:56,,,2024-05-04 16:50:58,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-04 16:50:58,21,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Unresolved,fapl.858165,2024-05-28 09:12:15,Open,ReOpenByL2,571.0469742394445
IN24052215500499415612,ACC69AB9A0B2D4E407C997A9D3D593E9DC19,starkol.80555362,,,Flipkart Pay Later,Billing Related,Flipkart Pay Later - Unable to pay the bill,Flipkart Pay Later->Billing Related->Flipkart Pay Later - Unable to pay the bill,Updated,2024-05-22 15:50:04,,,2024-05-22 15:50:56,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 15:50:56,3,3,1X2,Payback_Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918912,2024-05-26 10:47:31,Open,ReOpenByL2,140.0614186838889
IN24052523243551949567,ACCEE6FCBD7D1A64B74A6B34D00F91C95FBO,ieddn.t232354,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 23:24:35,,,2024-05-25 23:25:08,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 23:25:08,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.855675,2024-05-26 11:12:48,Solved,Solved,11.803611111111111
IN24052520574441339580,ACC2C1804D1F1364E63A341B1C594A565BD6,ieddn.t232150,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Waiting for Internal Updates,2024-05-25 20:57:44,,,2024-05-25 20:58:06,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:58:06,0,0,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.942185,2024-05-26 10:58:20,Solved,Solved,14.01
IN24052521053792144857,ACCCFDCFAF2B34F4066B0C9BF59AA6A55504,techmk.2303313,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 21:05:37,,,2024-05-25 21:06:01,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:06:01,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.919134,2024-05-26 10:51:00,Solved,Solved,13.756388888888889
IN24052521165135038323,ACC14187166026835211,techmch.2238349,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 21:16:51,,,2024-05-25 21:17:48,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:17:48,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2303760,2024-05-26 10:58:44,Solved,Solved,13.698055555555555
IN24052600242496933850,ACC942C869E9C8C4DD7BFCE59CA290E3B61X,starkluc.80544020,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-26 00:24:24,,,2024-05-26 00:24:53,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-26 00:24:53,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.958402,2024-05-26 11:12:38,Solved,Solved,10.803888888888888
IN24052517171207036212,ACCA3799B5923C84F1BB2F05734E37072AC6,tph.649056,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 17:17:12,,,2024-05-25 17:17:29,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 17:17:29,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved NRR,fapl.2254950,2024-05-26 11:10:45,Solved,Solved,17.8925
IN24052521143541207564,ACC14121365670658900,ieddn.t246745,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 21:14:35,,,2024-05-25 21:14:42,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:14:42,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.960326,2024-05-27 09:27:48,Solved,Solved,36.22027777777778
IN24052521292918786254,ACCB7E93ECEA8634E5DBB618066FB7DBA1AA,ttaskmys.303595,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 21:29:29,,,2024-05-25 21:31:03,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-25 21:31:03,0,0,Others,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved NRR,fapl.2246152,2024-05-26 10:55:56,Solved,Solved,13.440833333333334
IN24052600214436489506,ACC14167166708549557,ieddn.t251738,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-26 00:21:44,,,2024-05-26 00:21:58,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-26 00:21:58,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.984547,2024-05-26 11:18:55,Solved,Solved,10.953055555555556
IN24052517181613548489,ACC58E094D42FDE4079A73F88573354BC98N,starkol.c2023118562,,,Flipkart Pay Later Billing Related,Bill Generated issue,Flipkart Pay Later - Dispute with the bill generated,Flipkart Pay Later Billing Related->Bill Generated issue->Flipkart Pay Later - Dispute with the bill generated,Unresolved,2024-05-25 17:18:16,,,2024-05-25 17:19:13,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 17:19:13,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 10:54:50,Solved,Solved,17.609444444444446
IN24052517194347541667,ACC9429C90C8AAB4475B17F588052CF0B4DM,ieddn.t249394,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 17:19:43,,,2024-05-25 17:19:49,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 17:19:49,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2249138,2024-05-26 10:50:26,Solved,Solved,17.511944444444445
IN24052519581623667185,ACC2998097D93C04EAD8056EFDC5BD080EDW,techmchflex23.2263023,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Updated,2024-05-25 19:58:16,,,2024-05-25 19:58:27,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 19:58:27,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved NRR,fapl.990403,2024-05-26 10:43:16,Solved,Solved,14.75
IN24052520365379894647,ACC3096C361BF7A4CF39996C42E6ECAD3F4K,tp.5497366,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 20:36:53,,,2024-05-25 20:37:18,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:37:18,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 10:58:19,Solved,Solved,14.357222222222223
IN24052521574480434605,ACC9ECD883123EA48939B574ACA3A3E1749D,tpm.702130,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 21:57:44,,,2024-05-25 21:58:41,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:58:41,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2257117,2024-05-26 11:01:04,Solved,Solved,13.055555555555555
IN24052520185499254189,ACC2D5D19675A0042FC8E9086E7D657B4477,starkol.c2023118546,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Unable to place order using Flipkart Pay Later,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Unable to place order using Flipkart Pay Later,Updated,2024-05-25 20:18:54,,,2024-05-25 20:27:42,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:27:42,0,0,1X2,Unable to place order BNPL,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:31:26,Solved,Solved,25.20888888888889
IN24052521331484801302,ACCB7E93ECEA8634E5DBB618066FB7DBA1AA,ttaskmys.303595,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 21:33:14,,,2024-05-25 21:33:41,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:33:41,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.792591,2024-05-26 11:24:29,Solved,Solved,13.854166666666666
IN24052523475810182383,ACC13671701420651079,tp.5227568,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 23:47:58,,,2024-05-25 23:48:37,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 23:48:37,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.918694,2024-05-26 11:09:48,Solved,Solved,11.363888888888889
IN24052516424071568239,ACCAC31EF621EFE419A8675E3956E3A5310Z,ieddn.t243273,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Balance got deducted order isn't confirmed,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Balance got deducted order isn't confirmed,Unresolved,2024-05-25 16:42:40,,,2024-05-25 16:43:07,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 16:43:07,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:28:19,Solved,Solved,28.760833333333334
IN24052517055174358732,ACC07DF8BC289494B64A1FEAF8FD5EA8546O,tpm.719981,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 17:05:51,,,2024-05-25 17:06:57,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 17:06:57,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2198139,2024-05-26 17:33:32,Solved,Solved,24.461388888888887
IN24052511234996420136,ACC9D4A0164DA6446068868084F402212C0J,techmkflex23.2253483,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 11:23:49,,,2024-05-25 11:24:14,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-25 11:24:14,0,0,Others,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.864898,2024-05-26 10:45:21,Solved,Solved,23.358888888888888
IN24052522172799010831,ACC1396627466633959,starkol.2024153316,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 22:17:27,,,2024-05-25 22:17:39,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 22:17:39,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2257652,2024-05-26 11:01:55,Solved,Solved,12.741111111111111
IN24052510035836863025,ACC2B540618CFB24ECCBE717854E21701B0V,ieddn.t210729,,,Flipkart Pay Later,Billing Related,Flipkart Pay Later - Unable to pay the bill,Flipkart Pay Later->Billing Related->Flipkart Pay Later - Unable to pay the bill,Unresolved,2024-05-25 10:03:58,,,2024-05-25 10:04:17,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 10:04:17,0,0,1X2,Payback_Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:15:27,Solved,Solved,35.19138888888889
IN24052522311511886101,ACC1B9D84E5EEBE4238BEEAAA4641AF051CV,cnxbarh.102286883,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 22:31:15,,,2024-05-25 22:31:40,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 22:31:40,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2165845,2024-05-26 11:01:43,Solved,Solved,12.507777777777777
IN24052517300116677884,ACC14151835897301944,ieddn.t250456,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 17:30:01,,,2024-05-25 17:30:07,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 17:30:07,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,self_serve,2024-05-27 13:36:59,Solved,Solved,44.11611111111111
IN24052518192755440808,ACCEA0BCE233274478488B8BDF21F0141C5G,tpm.717059,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 18:19:27,,,2024-05-25 18:19:33,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-25 18:19:33,0,0,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942696,2024-05-26 10:51:47,Open,ReOpenByL2,65.57169646166666
IN24052520414991706726,ACCBB663AF24E354EF5BFC707095E7E5184K,tp.5497364,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Unresolved,2024-05-25 20:41:49,,,2024-05-25 20:52:49,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:52:49,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.930942,2024-05-26 10:51:07,Solved,Solved,14.155
IN24050222370660360841,ACCAE147A23C1254FB4983451CBB6001FB46,techmch.2291131,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-02 22:37:06,,,2024-05-02 22:37:25,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-02 22:37:25,23,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.792591,2024-05-26 11:07:49,Open,ReOpenByL2,613.277529795
IN24052520364367230566,ACC1D4250A6EC764324877BF3A398C6DFB16,techmkflex23.2235842,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 20:36:43,,,2024-05-25 20:36:56,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 20:36:56,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.942380,2024-05-26 15:00:55,Solved,Solved,18.403333333333332
IN24052523102884749817,ACC756FEB786EF94032A372FDE8009413CAE,starkhyd.c202234930,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 23:10:28,,,2024-05-25 23:10:38,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 23:10:38,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.929876,2024-05-26 12:14:10,Solved,Solved,13.061666666666667
IN24052522243093979024,ACC8B9EBDA5EDEA45D58542DE81770350D37,techmnflex22.2108942,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 22:24:30,,,2024-05-25 22:25:51,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 22:25:51,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 11:05:59,Solved,Solved,12.69138888888889
IN24052521155930055812,ACC13820352126281127,starkol.2024149355,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Waiting for Internal Updates,2024-05-25 21:15:59,,,2024-05-25 21:16:27,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:16:27,0,0,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.930942,2024-05-26 10:55:31,Solved,Solved,13.658888888888889
IN24030615592330150524,ACCF3BF05D8BDED4E3A9D0899DC19BE4A5AX,tph.641277,,,Flipkart Pay Later,General Enquiry Pay Later,Flipkart Pay Later - Enquiry about features of Flipkart Pay Later,Flipkart Pay Later->General Enquiry Pay Later->Flipkart Pay Later - Enquiry about features of Flipkart Pay Later,Unresolved,2024-03-06 15:59:23,2024-03-06 18:27:28,2024-03-06 18:27:28,2024-04-09 10:33:18,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,6.0,>5,2024-05-26 10:00:00,2024-04-09 10:33:18,46,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Unresolved,fapl.858165,2024-05-28 10:22:42,Open,ReOpenByL2,1177.3408631283335
IN24052522075154215768,ACCD1C6638D0C294242B0F64D0FAD54E2F19,techmc.2291655,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 22:07:51,,,2024-05-25 22:07:58,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 22:07:58,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved NRR,fapl.2246152,2024-05-26 12:08:47,Solved,Solved,14.015555555555556
IN24052521534074802991,ACCC70870701A0D42AABE0FE2A2889E09A86,ttaskmys.1200119,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 21:53:40,,,2024-05-25 21:54:12,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:54:12,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.1032109,2024-05-26 10:59:26,Solved,Solved,13.096111111111112
IN24052521391819082964,ACC0DF44CAA02094737A5FF9B2A31919D793,starkol.80534836,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 21:39:18,,,2024-05-25 21:39:58,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:39:58,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2257652,2024-05-26 15:02:28,Solved,Solved,17.386111111111113
IN24052521564825350198,ACC7094521065EC4C9BAFC3C8098CB73753N,techmk.2303244,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Updated,2024-05-25 21:56:48,,,2024-05-25 21:57:19,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:57:19,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 15:17:01,Solved,Solved,17.336944444444445
IN24052511414913106430,ACC6868E5A5436B4BE1ADD12ED9D3F4F2BAV,tp.5199702,,,Flipkart Pay Later,Billing Related,Flipkart Pay Later - Unable to pay the bill,Flipkart Pay Later->Billing Related->Flipkart Pay Later - Unable to pay the bill,Unresolved,2024-05-25 11:41:49,,,2024-05-25 11:41:55,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 11:41:55,0,0,1X2,Payback_Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:13:10,Solved,Solved,33.5225
